Temps (s),Consigne fleche (deg),Consigne balancier (deg),Consigne godet (deg),Gamma 1 (deg),Gamma 2 (deg),Gamma 3 (deg),Gamma 5 (deg),Vitesse axe fleche (deg/s),Vitesse axe balancier (deg/s),Vitesse axe godet (deg/s),Vitesse axe triangle (deg/s),Consigne X (mm),Consigne Y (mm),Consigne gamma (deg),X (mm),Y (mm),Gamma (deg),Consigne vitesse verin 1 (mm/s),Consigne vitesse verin 2 (mm/s),Consigne vitesse verin 3 (mm/s),Vitesse verin 1 (mm/s),Vitesse verin 2 (mm/s),Vitesse verin 3 (mm/s),Longueur verin 1 (mm),Longueur verin 2 (mm),Longueur verin 3 (mm),Force verin 1 (N),Force verin 2 (N),Force verin 3 (N),Courant verin 1 (A),Courant verin 2 (A),Courant verin 3 (A),Tension verin 1 (V),Tension verin 2 (V),Tension verin 3 (V),Puissance verin 1 (W),Puissance verin 2 (W),Puissance verin 3 (W),Energie verin 1 (J),Energie verin 2 (J),Energie verin 3 (J),Puissance mecanique verin 1 (W),Puissance mecanique verin 2 (W),Puissance mecanique verin 3 (W),Angle moteur verin 1 (rad),Angle moteur verin 2 (rad),Angle moteur verin 3 (rad),Vitesse moteur verin 1 (rad/s),Vitesse moteur verin 2 (rad/s),Vitesse moteur verin 3 (rad/s),Butee fleche,Butee balancier,Butee godet,Butee sol
1.273,30.428,-63.421,72.000,71.202,-63.894,70.324,77.345,-6.230,5.914,-0.020,-0.015,700.0,100.0,35.0,465.1,530.4,19.2,10.000,-0.947,-2.514,10.001,-3.072,-2.518,13.7,3.0,0.1,-86.1,-124.8,-6.3,0.549,-0.570,-0.141,19.03,-5.10,-7.39,10.45,2.94,1.04,12.03,10.90,1.29,0.86,0.42,0.02,615.621,133.266,2.287,449.917,-138.191,-113.261,0,0,0,0
1.289,30.428,-63.421,72.000,71.077,-63.850,70.322,77.345,-6.232,5.425,-0.020,-0.015,700.0,100.0,35.0,466.2,529.6,19.2,10.000,-0.859,-2.517,10.001,-2.806,-2.518,13.9,2.9,0.1,-86.6,-125.0,-6.3,0.549,-0.577,-0.141,19.03,-5.00,-7.38,10.45,2.91,1.04,12.24,10.96,1.31,0.86,0.38,0.02,624.552,132.241,2.335,449.918,-126.225,-113.271,0,0,0,0
1.319,30.428,-63.421,72.000,70.951,-63.809,70.323,77.345,-6.235,4.982,0.016,0.013,700.0,100.0,35.0,467.4,528.8,19.1,10.000,-0.777,-2.515,10.001,-2.563,-2.499,14.1,2.9,0.1,-85.8,-123.4,-5.7,0.548,-0.583,-0.128,19.03,-4.90,-7.37,10.44,2.88,1.04,12.45,11.02,1.33,0.87,0.35,0.02,633.483,131.297,2.307,449.920,-115.320,-112.407,0,0,0,0
1.325,30.428,-63.421,72.000,70.826,-63.771,70.323,77.345,-6.237,4.582,0.016,0.013,700.0,100.0,35.0,468.5,528.0,19.0,10.000,-0.701,-2.516,10.001,-2.343,-2.499,14.3,2.9,0.1,-87.7,-125.4,-6.4,0.548,-0.588,-0.128,19.03,-4.81,-7.39,10.43,2.86,0.94,12.66,11.08,1.35,0.86,0.32,0.01,642.414,130.416,2.322,449.920,-105.387,-112.414,0,0,0,0
1.350,30.428,-63.421,72.000,70.701,-63.735,70.321,77.345,-6.239,4.217,0.016,0.013,700.0,100.0,35.0,469.6,527.2,18.9,10.000,-0.630,-2.519,10.001,-2.141,-2.517,14.5,2.9,0.1,-88.3,-125.5,-6.4,0.548,-0.592,-0.128,19.02,-4.72,-7.36,10.43,2.83,0.95,12.86,11.13,1.37,0.88,0.29,0.02,651.346,129.593,2.369,449.920,-96.302,-113.226,0,0,0,0
1.366,30.428,-63.421,72.000,70.576,-63.702,70.323,77.345,-6.242,3.883,0.016,0.013,700.0,100.0,35.0,470.7,526.3,18.8,10.000,-0.563,-2.515,10.001,-1.955,-2.516,14.7,2.9,0.1,-88.8,-125.6,-6.4,0.547,-0.596,-0.128,19.02,-4.64,-7.39,10.42,2.80,0.94,13.07,11.19,1.39,0.88,0.27,0.02,660.278,128.825,2.309,449.920,-87.953,-113.210,0,0,0,0
1.397,30.428,-63.421,72.000,70.451,-63.671,70.321,77.345,-6.244,3.577,-0.053,-0.041,700.0,100.0,35.0,471.9,525.4,18.7,10.000,-0.501,-2.518,10.001,-1.785,-2.542,14.9,2.8,0.1,-89.3,-125.8,-6.4,0.547,-0.599,-0.153,19.02,-4.56,-7.37,10.41,2.77,0.95,13.28,11.24,1.41,0.89,0.25,0.02,669.209,128.108,2.357,449.919,-80.284,-114.356,0,0,0,0
1.412,30.428,-63.421,72.000,70.325,-63.642,70.324,77.345,-6.246,3.293,-0.053,-0.041,700.0,100.0,35.0,473.0,524.5,18.6,10.000,-0.443,-2.514,10.001,-1.627,-2.539,15.1,2.8,0.1,-89.8,-125.8,-6.4,0.547,-0.602,-0.153,19.02,-4.49,-7.40,10.41,2.73,1.13,13.49,11.30,1.43,0.89,0.22,0.02,678.141,127.441,2.296,449.919,-73.211,-114.223,0,0,0,0
1.428,30.428,-63.421,72.000,70.200,-63.616,70.322,77.345,-6.249,3.025,-0.053,-0.041,700.0,100.0,35.0,474.1,523.6,18.5,10.000,-0.390,-2.517,10.001,-1.481,-2.539,15.3,2.8,0.1,-90.2,-125.8,-6.4,0.547,-0.604,-0.153,19.02,-4.42,-7.38,10.40,2.70,1.13,13.70,11.35,1.45,0.90,0.20,0.02,687.074,126.833,2.344,449.918,-66.645,-114.234,0,0,0,0
1.459,30.428,-63.421,72.000,70.074,-63.593,70.325,77.345,-6.251,2.774,-0.053,-0.041,700.0,100.0,35.0,475.3,522.7,18.4,10.000,-0.344,-2.513,10.001,-1.346,-2.514,15.5,2.8,0.1,-90.7,-125.9,-6.4,0.546,-0.606,-0.153,19.02,-4.36,-7.38,10.40,2.67,1.13,13.91,11.41,1.48,0.90,0.19,0.02,696.006,126.300,2.283,449.918,-60.557,-113.083,0,0,0,0
1.466,30.428,-63.421,72.000,69.949,-63.573,70.323,77.345,-6.254,2.540,-0.053,-0.041,700.0,100.0,35.0,476.4,521.8,18.3,10.000,-0.304,-2.516,10.001,-1.221,-2.514,15.7,2.8,0.1,-91.3,-126.1,-6.5,0.546,-0.608,-0.153,19.02,-4.30,-7.38,10.39,2.64,1.13,14.11,11.46,1.50,0.91,0.17,0.02,704.938,125.836,2.331,449.918,-54.936,-113.092,0,0,0,0
1.490,30.428,-63.421,72.000,69.823,-63.555,70.321,77.345,-6.256,2.322,0.016,0.013,700.0,100.0,35.0,477.5,520.8,18.2,10.000,-0.269,-2.518,10.001,-1.106,-2.494,15.9,2.8,0.1,-90.0,-123.8,-5.7,0.546,-0.610,-0.128,19.02,-4.26,-7.36,10.38,2.62,1.13,14.32,11.51,1.52,0.91,0.15,0.02,713.871,125.431,2.361,449.918,-49.753,-112.220,0,0,0,0
1.506,30.428,-63.421,72.000,69.697,-63.540,70.323,77.345,-6.259,2.124,0.016,0.012,700.0,100.0,35.0,478.7,519.9,18.1,10.000,-0.238,-2.515,10.001,-1.001,-2.495,16.1,2.8,0.1,-92.4,-126.4,-6.5,0.545,-0.613,-0.128,19.02,-4.23,-7.39,10.38,2.60,0.94,14.53,11.56,1.54,0.90,0.14,0.01,722.804,125.075,2.318,449.918,-45.018,-112.223,0,0,0,0
1.538,30.428,-63.421,72.000,69.572,-63.526,70.321,77.345,-6.261,1.942,0.006,0.005,700.0,100.0,35.0,479.8,518.9,18.0,10.000,-0.211,-2.518,10.001,-0.905,-2.518,16.3,2.8,0.1,-93.0,-126.5,-6.5,0.545,-0.615,-0.132,19.02,-4.19,-7.37,10.37,2.59,0.95,14.74,11.61,1.56,0.92,0.13,0.02,731.737,124.761,2.366,449.918,-40.697,-113.282,0,0,0,0
1.554,30.428,-63.421,72.000,69.446,-63.514,70.324,77.345,-6.264,1.774,0.006,0.005,700.0,100.0,35.0,480.9,517.9,17.9,10.000,-0.186,-2.515,10.001,-0.817,-2.517,16.5,2.8,0.1,-93.5,-126.7,-6.6,0.545,-0.617,-0.132,19.02,-4.17,-7.40,10.37,2.58,0.97,14.94,11.67,1.58,0.93,0.11,0.02,740.670,124.482,2.305,449.917,-36.750,-113.255,0,0,0,0
1.569,30.428,-63.421,72.000,69.320,-63.503,70.322,77.345,-6.267,1.621,0.006,0.004,700.0,100.0,35.0,482.1,516.9,17.7,10.000,-0.165,-2.518,10.001,-0.737,-2.518,16.7,2.8,0.1,-94.1,-126.8,-6.6,0.544,-0.618,0.002,19.02,-4.15,-7.37,10.36,2.57,0.98,15.15,11.72,1.60,0.94,0.10,0.02,749.604,124.233,2.353,449.917,-33.146,-113.266,0,0,0,0
1.585,30.428,-63.421,72.000,69.194,-63.493,70.324,77.345,-6.269,1.481,0.006,0.004,700.0,100.0,35.0,483.2,515.9,17.6,10.000,-0.145,-2.514,10.001,-0.664,-2.512,16.9,2.8,0.1,-94.6,-126.9,-6.6,0.544,-0.620,0.002,19.02,-4.13,-7.40,10.35,2.56,0.02,15.36,11.77,1.60,0.94,0.09,0.02,758.538,124.009,2.292,449.917,-29.859,-112.988,0,0,0,0
1.615,30.428,-63.421,72.000,69.068,-63.485,70.322,77.345,-6.272,1.353,0.006,0.004,700.0,100.0,35.0,484.3,514.9,17.5,10.000,-0.128,-2.517,10.001,-0.597,-2.512,17.1,2.8,0.1,-95.1,-127.0,-6.6,0.544,-0.621,0.002,19.02,-4.11,-7.38,10.35,2.56,0.01,15.56,11.82,1.60,0.95,0.08,0.02,767.471,123.808,2.340,449.917,-26.858,-112.998,0,0,0,0
1.631,30.428,-63.421,72.000,68.942,-63.477,70.325,77.345,-6.275,1.235,0.016,0.012,700.0,100.0,35.0,485.4,513.8,17.4,10.000,-0.112,-2.513,10.001,-0.536,-2.489,17.3,2.7,0.1,-94.5,-125.6,-6.2,0.543,-0.623,0.006,19.02,-4.09,-7.38,10.34,2.55,0.01,15.77,11.87,1.60,0.95,0.08,0.02,776.406,123.627,2.284,449.917,-24.118,-111.987,0,0,0,0
1.646,30.428,-63.421,72.000,68.816,-63.470,70.323,77.345,-6.277,1.126,0.016,0.012,700.0,100.0,35.0,486.6,512.8,17.3,10.000,-0.098,-2.516,10.001,-0.480,-2.489,17.5,2.7,0.1,-96.2,-127.2,-6.7,0.543,-0.624,0.006,19.02,-4.08,-7.39,10.33,2.55,0.04,15.98,11.92,1.60,0.95,0.07,0.02,785.340,123.462,2.327,449.917,-21.615,-111.995,0,0,0,0
1.677,30.428,-63.421,72.000,68.690,-63.463,70.321,77.345,-6.280,1.026,0.016,0.012,700.0,100.0,35.0,487.7,511.8,17.2,10.000,-0.085,-2.519,10.001,-0.430,-2.502,17.7,2.7,0.1,-100.7,-132.3,-8.3,0.543,-0.625,-0.128,19.02,-4.07,-7.36,10.33,2.55,0.04,16.18,11.97,1.60,0.96,0.06,0.02,794.274,123.314,2.375,449.917,-19.329,-112.558,0,0,0,0
1.691,30.428,-63.421,72.000,68.564,-63.457,70.323,77.345,-6.283,0.934,0.016,0.012,700.0,100.0,35.0,488.8,510.7,17.0,10.000,-0.073,-2.515,10.001,-0.383,-2.502,17.9,2.7,0.1,-97.3,-127.3,-6.7,0.542,-0.626,-0.128,19.02,-4.06,-7.39,10.32,2.54,0.94,16.39,12.02,1.62,1.01,0.06,0.02,803.209,123.181,2.315,449.917,-17.242,-112.553,0,0,0,0
1.706,30.428,-63.421,72.000,68.438,-63.452,70.321,77.345,-6.286,0.848,-0.020,-0.015,700.0,100.0,35.0,489.9,509.7,16.9,10.000,-0.063,-2.518,10.001,-0.341,-2.523,18.1,2.7,0.1,-97.8,-127.4,-6.7,0.542,-0.626,-0.141,19.02,-4.05,-7.37,10.32,2.54,0.95,16.60,12.07,1.64,0.97,0.05,0.02,812.143,123.060,2.362,449.917,-15.333,-113.497,0,0,0,0
1.737,30.428,-63.421,72.000,68.312,-63.447,70.324,77.345,-6.288,0.768,-0.020,-0.015,700.0,100.0,35.0,491.1,508.6,16.8,10.000,-0.053,-2.514,10.001,-0.302,-2.521,18.3,2.7,0.1,-98.3,-127.5,-6.7,0.542,-0.627,-0.141,19.02,-4.04,-7.40,10.31,2.53,1.04,16.80,12.12,1.66,0.98,0.04,0.02,821.078,122.951,2.302,449.916,-13.580,-113.434,0,0,0,0
1.753,30.428,-63.421,72.000,68.185,-63.443,70.322,77.345,-6.291,0.692,-0.020,-0.015,700.0,100.0,35.0,492.2,507.6,16.7,10.000,-0.045,-2.517,10.001,-0.266,-2.522,18.4,2.7,0.1,-98.9,-127.6,-6.7,0.541,-0.628,-0.141,19.02,-4.03,-7.38,10.30,2.53,1.04,17.01,12.18,1.68,0.98,0.04,0.02,830.014,122.854,2.350,449.916,-11.975,-113.444,0,0,0,0
1.769,30.428,-63.421,72.000,68.059,-63.439,70.324,77.345,-6.294,0.621,-0.020,-0.015,700.0,100.0,35.0,493.3,506.5,16.6,10.000,-0.037,-2.514,10.001,-0.234,-2.513,18.6,2.7,0.1,-99.4,-127.7,-6.8,0.541,-0.628,-0.141,19.02,-4.02,-7.39,10.30,2.53,1.04,17.22,12.23,1.70,0.99,0.03,0.02,838.949,122.765,2.289,449.916,-10.512,-113.055,0,0,0,0
1.785,30.428,-63.421,72.000,67.932,-63.436,70.322,77.345,-6.297,0.554,-0.020,-0.015,700.0,100.0,35.0,494.4,505.4,16.4,10.000,-0.030,-2.517,10.001,-0.204,-2.513,18.8,2.7,0.1,-99.9,-127.7,-6.8,0.541,-0.629,-0.141,19.02,-4.01,-7.38,10.29,2.53,1.05,17.42,12.28,1.72,0.99,0.03,0.02,847.884,122.686,2.337,449.916,-9.183,-113.065,0,0,0,0
1.817,30.428,-63.421,72.000,67.806,-63.433,70.324,77.345,-6.300,0.492,0.002,0.002,700.0,100.0,35.0,495.5,504.3,16.3,10.000,-0.024,-2.514,10.001,-0.177,-2.494,19.0,2.7,0.1,-99.2,-126.2,-6.3,0.541,-0.630,-0.133,19.02,-4.01,-7.38,10.29,2.52,1.04,17.63,12.33,1.74,1.00,0.03,0.02,856.820,122.615,2.292,449.917,-7.981,-112.209,0,0,0,0
1.833,30.428,-63.421,72.000,67.679,-63.430,70.323,77.345,-6.303,0.437,0.002,0.002,700.0,100.0,35.0,496.6,503.3,16.2,10.000,-0.018,-2.516,10.001,-0.154,-2.494,19.2,2.7,0.1,-101.0,-127.9,-6.8,0.540,-0.631,-0.133,19.02,-4.00,-7.39,10.28,2.52,0.98,17.83,12.38,1.76,0.99,0.02,0.02,865.756,122.550,2.325,449.917,-6.919,-112.215,0,0,0,0
1.849,30.428,-63.421,72.000,67.552,-63.427,70.321,77.345,-6.306,0.389,0.002,0.002,700.0,100.0,35.0,497.8,502.2,16.1,10.000,-0.013,-2.519,10.001,-0.133,-2.520,19.4,2.7,0.1,-101.5,-127.9,-6.8,0.540,-0.632,-0.133,19.02,-4.00,-7.36,10.27,2.52,0.98,18.04,12.43,1.78,1.01,0.02,0.02,874.692,122.493,2.372,449.917,-5.998,-113.376,0,0,0,0
1.865,30.428,-63.421,72.000,67.426,-63.425,70.323,77.345,-6.309,0.347,0.002,0.002,700.0,100.0,35.0,498.9,501.1,15.9,10.000,-0.009,-2.515,10.001,-0.116,-2.520,19.6,2.7,0.1,-102.0,-128.0,-6.9,0.540,-0.632,-0.133,19.02,-3.99,-7.39,10.27,2.52,0.98,18.24,12.48,1.80,1.02,0.02,0.02,883.628,122.442,2.312,449.917,-5.199,-113.367,0,0,0,0
1.896,30.428,-63.421,72.000,67.299,-63.423,70.321,77.345,-6.312,0.311,-0.067,-0.052,700.0,100.0,35.0,500.0,500.0,15.8,10.000,-0.005,-2.518,10.001,-0.100,-2.545,19.8,2.7,0.1,-102.6,-128.1,-6.9,0.539,-0.633,-0.158,19.02,-3.99,-7.37,10.26,2.52,0.98,18.45,12.53,1.82,1.02,0.01,0.02,892.564,122.398,2.360,449.917,-4.502,-114.512,0,0,0,0
1.911,30.428,-63.421,72.000,67.172,-63.421,70.324,77.345,-6.315,0.279,-0.067,-0.052,700.0,100.0,35.0,501.1,498.9,15.7,10.000,-0.002,-2.514,10.001,-0.086,-2.543,20.0,2.7,0.1,-103.1,-128.2,-6.9,0.539,-0.633,-0.158,19.02,-3.99,-7.40,10.26,2.52,1.17,18.65,12.58,1.85,1.03,0.01,0.02,901.501,122.359,2.299,449.917,-3.891,-114.419,0,0,0,0
1.927,30.428,-63.421,72.000,67.045,-63.420,70.322,77.345,-6.318,0.250,-0.067,-0.052,700.0,100.0,35.0,502.2,497.8,15.6,10.000,0.001,-2.517,10.001,-0.074,-2.544,20.2,2.7,0.1,-103.6,-128.2,-6.9,0.539,-0.634,-0.159,19.02,-3.98,-7.38,10.25,2.52,1.17,18.86,12.63,1.87,1.03,0.01,0.02,910.438,122.325,2.347,449.917,-3.351,-114.428,0,0,0,0
1.958,30.428,-63.421,72.000,66.918,-63.419,70.324,77.345,-6.321,0.225,-0.067,-0.052,700.0,100.0,35.0,503.3,496.7,15.4,10.000,0.004,-2.513,10.001,-0.064,-2.531,20.4,2.7,0.1,-104.2,-128.3,-6.9,0.538,-0.634,-0.159,19.02,-3.98,-7.39,10.24,2.52,1.17,19.06,12.68,1.89,1.04,0.01,0.02,919.375,122.295,2.287,449.917,-2.871,-113.874,0,0,0,0
1.965,30.428,-63.421,72.000,66.791,-63.417,70.322,77.345,-6.325,0.202,-0.067,-0.052,700.0,100.0,35.0,504.4,495.6,15.3,10.000,0.006,-2.516,10.001,-0.054,-2.531,20.6,2.7,0.1,-104.7,-128.4,-7.0,0.538,-0.635,-0.159,19.02,-3.98,-7.38,10.24,2.53,1.17,19.27,12.73,1.92,1.04,0.01,0.02,928.312,122.268,2.335,449.917,-2.442,-113.883,0,0,0,0
1.989,30.428,-63.421,72.000,66.664,-63.416,70.324,77.345,-6.328,0.182,-0.031,-0.024,700.0,100.0,35.0,505.5,494.5,15.2,10.000,0.009,-2.515,10.001,-0.046,-2.516,20.8,2.7,0.1,-103.8,-126.6,-6.4,0.538,-0.635,-0.145,19.02,-3.98,-7.37,10.23,2.53,1.17,19.47,12.78,1.94,1.05,0.01,0.02,937.249,122.244,2.307,449.917,-2.058,-113.211,0,0,0,0
2.005,30.428,-63.421,72.000,66.537,-63.415,70.323,77.345,-6.331,0.163,-0.031,-0.024,700.0,100.0,35.0,506.6,493.3,15.1,10.000,0.010,-2.516,10.001,-0.038,-2.517,21.0,2.7,0.1,-105.8,-128.5,-7.0,0.537,-0.635,-0.145,19.01,-3.98,-7.39,10.23,2.53,1.07,19.68,12.83,1.96,1.04,0.01,0.02,946.187,122.223,2.323,449.917,-1.713,-113.216,0,0,0,0
2.037,30.428,-63.421,72.000,66.409,-63.415,70.321,77.345,-6.334,0.146,-0.041,-0.032,700.0,100.0,35.0,507.7,492.2,14.9,10.000,0.012,-2.519,10.001,-0.031,-2.540,21.2,2.7,0.1,-106.3,-128.6,-7.0,0.537,-0.636,-0.149,19.01,-3.97,-7.37,10.22,2.53,1.07,19.88,12.88,1.98,1.06,0.00,0.02,955.124,122.203,2.370,449.917,-1.403,-114.272,0,0,0,0
2.053,30.428,-63.421,72.000,66.282,-63.414,70.324,77.345,-6.338,0.131,-0.042,-0.032,700.0,100.0,35.0,508.8,491.1,14.8,10.000,0.014,-2.515,10.001,-0.025,-2.540,21.4,2.7,0.1,-106.9,-128.6,-7.0,0.537,-0.636,-0.149,19.01,-3.97,-7.39,10.21,2.53,1.10,20.09,12.93,2.00,1.06,0.00,0.02,964.062,122.186,2.310,449.917,-1.124,-114.263,0,0,0,0
2.068,30.428,-63.421,72.000,66.155,-63.413,70.322,77.345,-6.341,0.118,-0.042,-0.032,700.0,100.0,35.0,509.9,490.0,14.7,10.000,0.015,-2.518,10.001,-0.019,-2.540,21.6,2.7,0.1,-107.4,-128.7,-7.0,0.537,-0.636,-0.015,19.01,-3.97,-7.37,10.21,2.53,1.10,20.29,12.98,2.03,1.07,0.00,0.02,973.000,122.171,2.358,449.917,-0.873,-114.272,0,0,0,0
2.100,30.428,-63.421,72.000,66.027,-63.413,70.324,77.345,-6.344,0.105,-0.042,-0.032,700.0,100.0,35.0,510.9,488.8,14.5,10.000,0.016,-2.514,10.001,-0.014,-2.537,21.8,2.7,0.1,-107.9,-128.7,-7.1,0.536,-0.636,-0.015,19.01,-3.97,-7.40,10.20,2.53,0.11,20.49,13.03,2.03,1.07,0.00,0.02,981.938,122.158,2.297,449.917,-0.648,-114.142,0,0,0,0
2.106,30.428,-63.421,72.000,65.900,-63.412,70.322,77.345,-6.348,0.094,-0.042,-0.032,700.0,100.0,35.0,512.0,487.7,14.4,10.000,0.017,-2.517,10.001,-0.010,-2.537,22.0,2.7,0.1,-108.5,-128.8,-7.1,0.536,-0.636,-0.015,19.01,-3.97,-7.38,10.20,2.53,0.11,20.70,13.08,2.03,1.08,0.00,0.02,990.877,122.146,2.346,449.917,-0.446,-114.150,0,0,0,0
2.131,30.428,-63.421,72.000,65.772,-63.412,70.325,77.345,-6.351,0.084,-0.042,-0.032,700.0,100.0,35.0,513.1,486.5,14.3,10.000,0.018,-2.513,10.001,-0.006,-2.520,22.2,2.7,0.1,-109.0,-128.9,-7.1,0.536,-0.636,-0.015,19.01,-3.97,-7.39,10.19,2.53,0.11,20.90,13.14,2.03,1.08,0.00,0.02,999.816,122.135,2.285,449.917,-0.265,-113.385,0,0,0,0
2.147,30.428,-63.421,72.000,65.644,-63.411,70.323,77.345,-6.354,0.075,-0.042,-0.032,700.0,100.0,35.0,514.2,485.4,14.2,10.000,0.019,-2.516,10.001,-0.002,-2.521,22.4,2.7,0.1,-109.6,-128.9,-7.1,0.535,-0.637,-0.015,19.01,-3.97,-7.38,10.18,2.53,0.11,21.11,13.19,2.03,1.09,0.00,0.02,1008.754,122.125,2.334,449.917,-0.103,-113.391,0,0,0,0
2.178,30.428,-63.421,72.000,65.516,-63.411,70.323,77.345,-6.358,0.066,0.010,0.008,700.0,100.0,35.0,515.3,484.3,14.0,10.000,0.019,-2.516,10.001,-0.016,-2.507,22.6,2.7,0.1,-108.4,-126.8,-6.4,0.535,-0.634,0.003,19.01,-3.91,-7.37,10.18,2.53,0.11,21.31,13.24,2.04,1.10,0.00,0.02,1017.693,122.122,2.330,449.917,-0.699,-112.801,0,0,0,0
2.186,30.428,-63.421,72.000,65.388,-63.411,70.323,77.345,-6.361,0.058,0.010,0.007,700.0,100.0,35.0,516.4,483.1,13.9,10.000,0.019,-2.515,10.001,-0.028,-2.507,22.8,2.7,0.1,-110.6,-129.0,-7.2,0.535,-0.626,0.003,19.01,-3.82,-7.39,10.17,2.48,0.03,21.51,13.29,2.04,1.08,0.00,0.02,1026.632,122.122,2.321,449.917,-1.266,-112.804,0,0,0,0
2.210,30.428,-63.421,72.000,65.261,-63.411,70.321,77.345,-6.365,0.050,-0.013,-0.010,700.0,100.0,35.0,517.4,482.0,13.8,10.000,0.019,-2.518,10.001,-0.040,-2.529,23.0,2.7,0.1,-111.2,-129.1,-7.2,0.534,-0.613,-0.005,19.01,-3.73,-7.37,10.16,2.39,0.03,21.72,13.33,2.04,1.11,0.00,0.02,1035.572,122.122,2.369,449.917,-1.801,-113.780,0,0,0,0
2.226,30.428,-63.421,72.000,65.133,-63.411,70.324,77.345,-6.368,0.044,-0.013,-0.010,700.0,100.0,35.0,518.5,480.8,13.7,10.000,0.019,-2.515,10.001,-0.051,-2.529,23.2,2.7,0.1,-111.7,-129.1,-7.2,0.534,-0.595,-0.005,19.01,-3.64,-7.40,10.16,2.29,0.03,21.92,13.38,2.04,1.11,0.01,0.02,1044.511,122.122,2.309,449.917,-2.302,-113.762,0,0,0,0
2.258,30.428,-63.421,72.000,65.004,-63.411,70.322,77.345,-6.372,0.038,-0.013,-0.010,700.0,100.0,35.0,519.6,479.6,13.5,10.000,0.019,-2.518,10.001,-0.062,-2.529,23.4,2.7,0.1,-112.3,-129.2,-7.2,0.534,-0.572,-0.005,19.01,-3.55,-7.37,10.15,2.17,0.03,22.12,13.42,2.04,1.12,0.01,0.02,1053.451,122.123,2.357,449.917,-2.771,-113.770,0,0,0,0
2.273,30.428,-63.421,72.000,64.876,-63.411,70.324,77.345,-6.375,0.033,-0.013,-0.010,700.0,100.0,35.0,520.7,478.5,13.4,10.000,0.019,-2.514,10.001,-0.071,-2.526,23.6,2.7,0.1,-112.8,-129.3,-7.2,0.533,-0.546,-0.005,19.01,-3.47,-7.40,10.15,2.03,0.03,22.32,13.46,2.04,1.12,0.01,0.02,1062.391,122.123,2.297,449.917,-3.199,-113.646,0,0,0,0
2.288,30.428,-63.421,72.000,64.748,-63.411,70.322,77.345,-6.379,0.028,-0.013,-0.010,700.0,100.0,35.0,521.7,477.3,13.3,10.000,0.019,-2.517,10.001,-0.079,-2.526,23.8,2.7,0.1,-113.4,-129.3,-7.2,0.533,-0.519,-0.005,19.01,-3.39,-7.38,10.14,1.89,0.03,22.53,13.50,2.04,1.13,0.01,0.02,1071.331,122.123,2.345,449.917,-3.560,-113.653,0,0,0,0
2.320,30.428,-63.421,72.000,64.620,-63.411,70.325,77.345,-6.383,0.024,-0.013,-0.010,700.0,100.0,35.0,522.8,476.1,13.1,10.000,0.019,-2.513,10.001,-0.087,-2.510,24.0,2.7,0.1,-113.9,-129.4,-7.3,0.533,-0.487,-0.005,19.01,0.00,-7.39,10.13,1.76,0.03,22.73,13.54,2.04,1.13,0.01,0.02,1080.271,122.123,2.284,449.917,-3.906,-112.919,0,0,0,0
2.327,30.428,-63.421,72.000,64.491,-63.411,70.323,77.345,-6.386,0.021,-0.013,-0.010,700.0,100.0,35.0,523.9,475.0,13.0,10.000,0.019,-2.516,10.001,-0.093,-2.510,24.2,2.7,0.1,-114.5,-129.4,-7.3,0.532,-0.455,-0.005,19.01,0.00,-7.39,10.13,0.00,0.04,22.93,13.54,2.04,1.14,0.01,0.02,1089.212,122.124,2.333,449.917,-4.188,-112.926,0,0,0,0
2.351,30.428,-63.421,72.000,64.363,-63.411,70.323,77.345,-6.390,0.018,0.039,0.030,700.0,100.0,35.0,524.9,473.8,12.9,10.000,0.019,-2.516,10.001,-0.098,-2.501,24.4,2.7,0.1,-113.3,-127.3,-6.6,0.532,-0.424,0.014,19.01,0.00,-7.37,10.12,0.00,0.04,23.14,13.54,2.04,1.14,0.01,0.02,1098.152,122.124,2.330,449.918,-4.414,-112.511,0,0,0,0
2.367,30.428,-63.421,72.000,64.234,-63.411,70.323,77.345,-6.394,0.015,0.039,0.030,700.0,100.0,35.0,526.0,472.6,12.8,10.000,0.019,-2.515,10.001,-0.102,-2.501,24.6,2.7,0.1,-115.6,-129.5,-7.3,0.532,-0.392,0.014,19.01,0.00,-7.39,10.11,0.00,0.10,23.34,13.54,2.05,1.13,0.01,0.02,1107.093,122.124,2.321,449.918,-4.594,-112.513,0,0,0,0
2.397,30.428,-63.421,72.000,64.106,-63.411,70.321,77.345,-6.398,0.012,0.003,0.002,700.0,100.0,35.0,527.0,471.4,12.6,10.000,0.019,-2.518,10.001,-0.105,-2.522,24.8,2.7,0.1,-116.1,-129.6,-7.3,0.531,-0.360,0.001,19.01,0.00,-7.37,10.11,0.00,0.10,23.54,13.54,2.05,1.16,0.01,0.02,1116.034,122.124,2.369,449.918,-4.738,-113.454,0,0,0,0
2.413,30.428,-63.421,72.000,63.977,-63.411,70.324,77.345,-6.401,0.010,0.003,0.002,700.0,100.0,35.0,528.1,470.2,12.5,10.000,0.019,-2.515,10.001,-0.108,-2.521,25.0,2.7,0.1,-116.7,-129.6,-7.4,0.531,-0.328,0.001,19.01,0.00,-7.40,10.10,0.00,0.01,23.74,13.54,2.05,1.16,0.01,0.02,1124.976,122.124,2.309,449.918,-4.851,-113.436,0,0,0,0
