Temps (s),Consigne flèche (deg),Consigne balancier (deg),Consigne godet (deg),Gamma 1 (deg),Gamma 2 (deg),Gamma 3 (deg),Gamma 5 (deg),Vitesse axe flèche (deg/s),Vitesse axe balancier (deg/s),Vitesse axe godet (deg/s),Vitesse axe triangle (deg/s),Consigne X (mm),Consigne Y (mm),Consigne gamma (deg),X (mm),Y (mm),Gamma (deg),Consigne vitesse vérin 1 (mm/s),Consigne vitesse vérin 2 (mm/s),Consigne vitesse vérin 3 (mm/s),Vitesse vérin 1 (mm/s),Vitesse vérin 2 (mm/s),Vitesse vérin 3 (mm/s),Longueur vérin 1 (mm),Longueur vérin 2 (mm),Longueur vérin 3 (mm),Force vérin 1 (N),Force vérin 2 (N),Force vérin 3 (N),Courant vérin 1 (A),Courant vérin 2 (A),Courant vérin 3 (A),Tension vérin 1 (V),Tension vérin 2 (V),Tension vérin 3 (V),Puissance vérin 1 (W),Puissance vérin 2 (W),Puissance vérin 3 (W),Energie vérin 1 (J),Energie vérin 2 (J),Energie vérin 3 (J),Puissance mécanique vérin 1 (W),Puissance mécanique vérin 2 (W),Puissance mécanique vérin 3 (W),Angle moteur vérin 1 (rad),Angle moteur vérin 2 (rad),Angle moteur vérin 3 (rad),Vitesse moteur vérin 1 (rad/s),Vitesse moteur vérin 2 (rad/s),Vitesse moteur vérin 3 (rad/s),Butée flèche,Butée balancier,Butée godet,Butée sol
4.229,60.798,-85.093,72.000,62.011,-85.567,70.323,77.345,-4.783,0.001,0.039,0.030,527.1,330.5,35.0,519.0,339.3,-11.6,7.283,-0.948,-2.516,7.253,-0.435,-2.499,28.0,15.3,0.1,-122.5,-106.4,-9.3,0.518,-0.768,0.014,14.70,-5.06,-7.38,7.61,3.47,0.03,29.23,8.62,2.81,0.90,0.04,0.03,1260.778,686.344,2.329,326.286,-19.567,-112.446,0,0,0,0
4.237,60.701,-85.074,72.000,61.915,-85.567,70.323,77.345,-4.788,0.001,0.039,0.030,527.7,329.7,35.0,519.6,338.4,-11.7,7.285,-0.986,-2.515,7.256,-0.460,-2.500,28.2,15.3,0.1,-124.5,-108.2,-10.0,0.518,-0.840,0.014,14.70,-5.15,-7.40,7.61,3.88,0.10,29.38,8.70,2.81,0.89,0.05,0.02,1267.413,686.343,2.321,326.418,-20.693,-112.465,0,0,0,0
4.261,60.604,-85.054,72.000,61.818,-85.567,70.321,77.345,-4.792,0.001,0.039,0.030,528.3,328.9,35.0,520.1,337.5,-11.8,7.287,-1.026,-2.518,7.259,-0.486,-2.500,28.3,15.3,0.1,-124.9,-108.1,-10.0,0.518,-0.915,0.014,14.70,-5.24,-7.37,7.61,4.32,0.10,29.54,8.78,2.82,0.90,0.05,0.02,1274.050,686.343,2.370,326.548,-21.851,-112.460,0,0,0,0
4.276,60.507,-85.034,72.000,61.722,-85.567,70.324,77.345,-4.796,0.001,0.039,0.030,528.9,328.1,35.0,520.7,336.7,-11.9,7.289,-1.066,-2.515,7.261,-0.512,-2.502,28.5,15.3,0.1,-125.3,-108.1,-10.0,0.517,-0.993,0.014,14.71,-5.33,-7.40,7.61,4.79,0.10,29.69,8.88,2.82,0.91,0.05,0.02,1280.690,686.343,2.311,326.675,-23.039,-112.544,0,0,0,0
4.306,60.410,-85.014,72.000,61.625,-85.567,70.322,77.345,-4.801,0.001,0.039,0.030,529.5,327.3,35.0,521.3,335.8,-12.0,7.292,-1.107,-2.518,7.264,-0.539,-2.502,28.6,15.3,0.1,-125.7,-108.0,-10.0,0.517,-1.074,0.014,14.71,-5.43,-7.38,7.61,5.29,0.10,29.84,8.98,2.82,0.91,0.06,0.03,1287.331,686.342,2.360,326.800,-24.257,-112.539,0,0,0,0
4.322,60.312,-84.993,72.000,61.528,-85.567,70.324,77.345,-4.805,0.001,0.039,0.030,530.1,326.5,35.0,521.8,334.9,-12.1,7.294,-1.148,-2.514,7.267,-0.572,-2.506,28.8,15.3,0.1,-126.1,-108.0,-10.0,0.517,-1.138,0.014,14.71,-5.52,-7.40,7.61,5.83,0.10,29.99,9.10,2.82,0.91,0.06,0.03,1293.975,686.342,2.301,326.923,-25.724,-112.759,0,0,0,0
4.338,60.215,-84.972,72.000,61.431,-85.567,70.322,77.345,-4.809,0.001,0.039,0.030,530.7,325.7,35.0,522.4,334.0,-12.2,7.296,-1.190,-2.517,7.270,-0.606,-2.506,28.9,15.3,0.1,-126.5,-107.9,-10.0,0.517,-1.201,0.014,14.72,-5.62,-7.38,7.60,6.29,0.10,30.15,9.23,2.82,0.92,0.06,0.03,1300.621,686.342,2.351,327.043,-27.243,-112.753,0,0,0,0
4.369,60.118,-84.950,72.000,61.334,-85.547,70.324,77.345,-4.813,0.117,0.029,0.022,531.3,324.9,35.0,523.0,333.2,-12.3,7.298,-1.194,-2.513,7.272,-0.658,-2.524,29.1,15.2,0.1,-128.6,-111.0,-10.4,0.516,-1.214,0.010,14.72,-5.70,-7.40,7.60,6.75,0.10,30.30,9.36,2.83,0.92,0.07,0.03,1307.271,685.803,2.291,327.165,-29.622,-113.542,0,0,0,0
4.377,60.020,-84.928,72.000,61.237,-85.495,70.322,77.345,-4.818,0.252,0.029,0.022,531.9,324.1,35.0,523.7,332.6,-12.3,7.300,-1.134,-2.516,7.275,-0.720,-2.524,29.2,15.2,0.1,-127.2,-107.7,-10.0,0.516,-1.212,0.010,14.72,-5.62,-7.39,7.60,6.91,0.08,30.45,9.50,2.83,0.94,0.07,0.03,1313.923,684.393,2.342,327.280,-32.402,-113.537,0,0,0,0
4.400,59.923,-84.906,72.000,61.140,-85.442,70.325,77.346,-4.822,0.379,-0.041,-0.031,532.5,323.3,35.0,524.4,331.9,-12.4,7.302,-1.073,-2.513,7.277,-0.777,-2.523,29.4,15.2,0.1,-127.4,-107.4,-10.0,0.516,-1.205,-0.015,14.73,-5.49,-7.39,7.60,6.81,0.08,30.60,9.64,2.83,0.93,0.08,0.03,1320.575,682.963,2.282,327.391,-34.940,-113.517,0,0,0,0
4.416,59.825,-84.883,72.000,61.042,-85.393,70.323,77.346,-4.826,0.497,-0.041,-0.031,533.1,322.5,35.0,525.0,331.3,-12.4,7.303,-1.020,-2.516,7.280,-0.826,-2.523,29.5,15.2,0.1,-127.8,-107.3,-10.0,0.516,-1.195,-0.015,14.73,-5.36,-7.39,7.60,6.62,0.11,30.75,9.77,2.83,0.93,0.08,0.03,1327.228,681.625,2.333,327.500,-37.153,-113.517,0,0,0,0
4.446,59.728,-84.860,72.000,60.945,-85.348,70.323,77.346,-4.830,0.606,0.011,0.008,533.7,321.7,35.0,525.7,330.6,-12.5,7.305,-0.975,-2.516,7.282,-0.868,-2.501,29.7,15.1,0.1,-126.6,-105.5,-9.3,0.515,-1.180,0.004,14.73,-5.24,-7.38,7.59,6.40,0.11,30.91,9.90,2.83,0.93,0.09,0.03,1333.883,680.389,2.331,327.607,-39.045,-112.536,0,0,0,0
4.461,59.630,-84.837,72.000,60.848,-85.306,70.323,77.346,-4.834,0.707,0.011,0.008,534.3,320.9,35.0,526.4,329.9,-12.5,7.307,-0.938,-2.515,7.284,-0.903,-2.502,29.8,15.1,0.1,-128.6,-107.4,-10.0,0.515,-1.162,0.004,14.74,-5.13,-7.40,7.59,6.18,0.03,31.06,10.02,2.83,0.92,0.09,0.02,1340.541,679.246,2.323,327.712,-40.645,-112.554,0,0,0,0
4.477,59.532,-84.813,72.000,60.750,-85.266,70.321,77.345,-4.839,0.802,0.011,0.008,534.9,320.1,35.0,527.0,329.2,-12.6,7.309,-0.907,-2.518,7.287,-0.933,-2.502,29.9,15.1,0.1,-129.1,-107.5,-10.0,0.515,-1.140,0.004,14.74,-5.05,-7.37,7.59,5.97,0.03,31.21,10.14,2.83,0.94,0.10,0.02,1347.200,678.183,2.372,327.815,-41.990,-112.548,0,0,0,0
4.509,59.434,-84.789,72.000,60.653,-85.230,70.324,77.345,-4.843,0.891,0.011,0.008,535.5,319.3,35.0,527.6,328.5,-12.6,7.311,-0.881,-2.515,7.289,-0.958,-2.504,30.1,15.1,0.1,-129.5,-107.6,-10.0,0.515,-1.114,0.004,14.74,-4.98,-7.40,7.59,5.76,0.03,31.36,10.25,2.84,0.94,0.10,0.03,1353.862,677.186,2.313,327.916,-43.113,-112.630,0,0,0,0
4.516,59.336,-84.764,72.000,60.555,-85.195,70.322,77.345,-4.847,0.977,0.011,0.008,536.1,318.5,35.0,528.3,327.8,-12.7,7.312,-0.861,-2.518,7.291,-0.979,-2.503,30.2,15.0,0.1,-130.0,-107.6,-10.0,0.514,-1.087,0.004,14.74,-4.93,-7.38,7.59,5.55,0.03,31.51,10.37,2.84,0.94,0.10,0.03,1360.525,676.236,2.363,328.014,-44.030,-112.624,0,0,0,0
4.541,59.238,-84.740,72.000,60.457,-85.161,70.324,77.345,-4.851,1.060,0.011,0.008,536.7,317.7,35.0,528.9,327.0,-12.8,7.314,-0.843,-2.514,7.293,-0.995,-2.509,30.4,15.0,0.1,-130.4,-107.6,-10.0,0.514,-1.057,0.004,14.75,-4.89,-7.40,7.58,5.36,0.03,31.66,10.47,2.84,0.95,0.11,0.03,1367.190,675.320,2.304,328.110,-44.771,-112.865,0,0,0,0
4.557,59.140,-84.714,72.000,60.359,-85.128,70.322,77.345,-4.855,1.141,0.011,0.008,537.3,316.9,35.0,529.5,326.3,-12.8,7.315,-0.828,-2.517,7.295,-1.008,-2.509,30.5,15.0,0.1,-130.9,-107.6,-10.0,0.514,-1.025,0.004,14.75,-4.86,-7.38,7.58,5.17,0.03,31.82,10.58,2.84,0.95,0.11,0.03,1373.857,674.429,2.353,328.204,-45.354,-112.860,0,0,0,0
4.588,59.042,-84.689,72.000,60.261,-85.096,70.324,77.346,-4.859,1.220,0.000,0.000,537.9,316.1,35.0,530.2,325.5,-12.9,7.317,-0.815,-2.513,7.297,-1.018,-2.528,30.7,15.0,0.1,-131.3,-107.6,-10.1,0.514,-0.991,-0.000,14.75,-4.83,-7.41,7.58,4.98,0.03,31.97,10.68,2.84,0.95,0.11,0.03,1380.525,673.559,2.294,328.295,-45.794,-113.736,0,0,0,0
4.603,58.944,-84.663,72.000,60.164,-85.065,70.322,77.345,-4.863,1.298,0.000,0.000,538.5,315.3,35.0,530.8,324.8,-13.0,7.318,-0.804,-2.516,7.299,-1.025,-2.528,30.8,15.0,0.1,-131.7,-107.6,-10.1,0.513,-0.955,-0.000,14.75,-4.81,-7.39,7.58,4.79,0.00,32.12,10.77,2.84,0.96,0.11,0.03,1387.195,672.704,2.343,328.385,-46.103,-113.732,0,0,0,0
4.619,58.846,-84.636,72.000,60.065,-85.034,70.325,77.346,-4.867,1.375,-0.051,-0.039,539.1,314.5,35.0,531.4,324.0,-13.0,7.319,-0.794,-2.513,7.301,-1.029,-2.532,31.0,14.9,0.1,-132.1,-107.6,-10.1,0.513,-0.917,-0.019,14.76,-4.79,-7.40,7.58,4.60,0.00,32.27,10.86,2.84,0.96,0.11,0.03,1393.866,671.862,2.284,328.471,-46.293,-113.900,0,0,0,0
4.649,58.747,-84.610,72.000,59.967,-85.003,70.323,77.346,-4.871,1.451,-0.051,-0.039,539.7,313.7,35.0,532.0,323.2,-13.1,7.321,-0.786,-2.516,7.303,-1.031,-2.532,31.1,14.9,0.1,-132.5,-107.6,-10.1,0.513,-0.876,-0.019,14.76,-4.78,-7.39,7.57,4.40,0.14,32.42,10.95,2.84,0.96,0.11,0.03,1400.539,671.031,2.334,328.556,-46.372,-113.898,0,0,0,0
4.665,58.649,-84.583,72.000,59.869,-84.973,70.324,77.346,-4.875,1.527,-0.015,-0.012,540.3,312.9,35.0,532.7,322.5,-13.2,7.322,-0.780,-2.514,7.305,-1.030,-2.511,31.3,14.9,0.1,-131.6,-106.0,-9.5,0.513,-0.832,-0.006,14.76,-4.77,-7.38,7.57,4.19,0.14,32.57,11.04,2.84,0.97,0.11,0.03,1407.213,670.207,2.307,328.638,-46.347,-112.957,0,0,0,0
4.679,58.550,-84.555,72.000,59.771,-84.942,70.323,77.346,-4.879,1.602,-0.015,-0.012,540.9,312.1,35.0,533.3,321.7,-13.2,7.323,-0.774,-2.515,7.307,-1.027,-2.511,31.4,14.9,0.1,-133.4,-107.6,-10.1,0.512,-0.785,-0.006,14.76,-4.76,-7.40,7.57,3.97,0.04,32.72,11.11,2.84,0.96,0.11,0.02,1413.888,669.391,2.324,328.718,-46.220,-112.967,0,0,0,0
4.710,58.452,-84.527,72.000,59.673,-84.913,70.321,77.346,-4.883,1.676,-0.015,-0.012,541.5,311.3,35.0,533.9,320.9,-13.3,7.324,-0.770,-2.518,7.309,-1.022,-2.511,31.6,14.9,0.1,-137.5,-111.9,-11.7,0.512,-0.736,-0.140,14.76,-4.75,-7.37,7.57,3.74,0.04,32.88,11.19,2.85,0.97,0.11,0.03,1420.565,668.579,2.373,328.795,-45.995,-112.960,0,0,0,0
4.716,58.353,-84.499,72.000,59.574,-84.883,70.324,77.346,-4.887,1.750,-0.015,-0.012,542.1,310.5,35.0,534.5,320.1,-13.4,7.326,-0.767,-2.514,7.310,-1.015,-2.512,31.7,14.8,0.1,-134.2,-107.5,-10.1,0.512,-0.684,-0.140,14.77,-4.75,-7.40,7.56,3.50,1.03,33.03,11.26,2.87,1.01,0.11,0.03,1427.243,667.772,2.315,328.871,-45.672,-113.016,0,0,0,0
4.742,58.255,-84.471,72.000,59.476,-84.853,70.322,77.346,-4.891,1.824,-0.015,-0.012,542.7,309.7,35.0,535.1,319.4,-13.4,7.327,-0.765,-2.518,7.312,-1.006,-2.512,31.9,14.8,0.1,-134.6,-107.5,-10.1,0.512,-0.628,-0.140,14.77,-4.74,-7.38,7.56,3.25,1.04,33.18,11.32,2.89,0.98,0.11,0.03,1433.923,666.969,2.364,328.943,-45.254,-113.009,0,0,0,0
4.757,58.156,-84.442,72.000,59.377,-84.824,70.324,77.346,-4.894,1.781,-0.015,-0.012,543.3,308.9,35.0,535.7,318.6,-13.5,7.328,-0.764,-2.514,7.313,-0.976,-2.517,32.0,14.8,0.1,-135.0,-107.5,-10.1,0.512,-0.619,-0.140,14.77,-4.74,-7.40,7.56,2.98,1.03,33.33,11.38,2.91,0.98,0.11,0.03,1440.603,666.168,2.305,329.010,-43.928,-113.251,0,0,0,0
4.787,58.057,-84.412,72.000,59.278,-84.794,70.322,77.346,-4.898,1.721,-0.015,-0.012,543.9,308.1,35.0,536.4,317.8,-13.6,7.329,-0.763,-2.517,7.315,-0.937,-2.517,32.2,14.8,0.1,-135.4,-107.4,-10.1,0.511,-0.620,-0.140,14.77,-4.74,-7.38,7.56,2.94,1.04,33.48,11.44,2.93,0.99,0.10,0.03,1447.284,665.369,2.355,329.078,-42.149,-113.245,0,0,0,0
4.803,57.958,-84.383,72.000,59.180,-84.765,70.324,77.346,-4.902,1.667,-0.015,-0.012,544.5,307.3,35.0,537.0,317.0,-13.7,7.329,-0.764,-2.514,7.316,-0.901,-2.539,32.3,14.8,0.1,-135.9,-107.4,-10.1,0.511,-0.621,-0.140,14.77,-4.74,-7.40,7.55,2.94,1.03,33.63,11.50,2.95,0.99,0.10,0.03,1453.967,664.572,2.295,329.145,-40.555,-114.226,0,0,0,0
4.818,57.859,-84.353,72.000,59.081,-84.735,70.322,77.346,-4.906,1.622,-0.015,-0.012,545.1,306.5,35.0,537.6,316.2,-13.7,7.330,-0.765,-2.517,7.318,-0.872,-2.539,32.5,14.8,0.1,-136.3,-107.4,-10.1,0.511,-0.622,-0.140,14.77,-4.74,-7.39,7.55,2.94,1.04,33.78,11.56,2.97,0.99,0.10,0.03,1460.651,663.774,2.345,329.211,-39.222,-114.222,0,0,0,0
4.850,57.760,-84.322,72.000,58.982,-84.706,70.324,77.346,-4.910,1.587,-0.067,-0.051,545.7,305.7,35.0,538.2,315.4,-13.8,7.331,-0.767,-2.514,7.319,-0.848,-2.543,32.6,14.7,0.1,-136.7,-107.4,-10.1,0.511,-0.624,-0.159,14.77,-4.74,-7.40,7.55,2.95,1.03,33.93,11.62,2.99,1.00,0.09,0.03,1467.335,662.977,2.286,329.273,-38.145,-114.391,0,0,0,0
4.857,57.661,-84.291,72.000,58.883,-84.676,70.322,77.346,-4.914,1.559,-0.067,-0.051,546.3,304.9,35.0,538.8,314.6,-13.9,7.332,-0.770,-2.517,7.321,-0.829,-2.543,32.8,14.7,0.1,-137.1,-107.3,-10.1,0.510,-0.625,-0.159,14.78,-4.74,-7.39,7.54,2.96,1.17,34.08,11.68,3.01,1.00,0.09,0.03,1474.021,662.179,2.336,329.333,-37.295,-114.390,0,0,0,0
4.881,57.562,-84.260,72.000,58.784,-84.647,70.324,77.346,-4.917,1.538,-0.045,-0.034,546.9,304.1,35.0,539.4,313.8,-13.9,7.333,-0.773,-2.514,7.322,-0.814,-2.521,32.9,14.7,0.1,-136.3,-105.9,-9.6,0.510,-0.626,-0.151,14.78,-4.74,-7.38,7.54,2.96,1.17,34.24,11.74,3.04,1.00,0.09,0.03,1480.707,661.380,2.292,329.391,-36.637,-113.418,0,0,0,0
4.896,57.463,-84.229,72.000,58.685,-84.617,70.323,77.346,-4.921,1.523,-0.044,-0.034,547.5,303.3,35.0,540.0,313.1,-14.0,7.333,-0.777,-2.516,7.323,-0.803,-2.521,33.1,14.7,0.1,-138.0,-107.3,-10.1,0.510,-0.626,-0.151,14.78,-4.75,-7.40,7.54,2.97,1.11,34.39,11.80,3.06,1.00,0.09,0.02,1487.395,660.580,2.326,329.446,-36.137,-113.430,0,0,0,0
4.927,57.363,-84.197,72.000,58.586,-84.588,70.321,77.345,-4.925,1.512,-0.007,-0.006,548.1,302.5,35.0,540.6,312.3,-14.1,7.334,-0.782,-2.519,7.324,-0.795,-2.510,33.2,14.7,0.1,-141.7,-111.1,-11.6,0.510,-0.627,-0.271,14.78,-4.75,-7.37,7.53,2.97,1.11,34.54,11.86,3.08,1.01,0.09,0.03,1494.083,659.777,2.375,329.498,-35.759,-112.941,0,0,0,0
4.942,57.264,-84.165,72.000,58.487,-84.558,70.323,77.345,-4.929,1.503,-0.007,-0.006,548.7,301.7,35.0,541.2,311.5,-14.1,7.334,-0.787,-2.515,7.325,-0.789,-2.511,33.4,14.6,0.1,-138.8,-107.2,-10.2,0.509,-0.627,-0.271,14.78,-4.76,-7.40,7.53,2.98,2.00,34.69,11.92,3.12,1.04,0.09,0.03,1500.771,658.971,2.316,329.548,-35.475,-112.981,0,0,0,0
4.958,57.165,-84.132,72.000,58.387,-84.528,70.321,77.345,-4.932,1.497,-0.007,-0.006,549.3,300.9,35.0,541.9,310.7,-14.2,7.335,-0.792,-2.518,7.326,-0.784,-2.511,33.5,14.6,0.1,-139.2,-107.2,-10.2,0.509,-0.628,-0.271,14.78,-4.76,-7.38,7.53,2.98,2.01,34.84,11.98,3.16,1.02,0.08,0.03,1507.461,658.163,2.366,329.596,-35.269,-112.976,0,0,0,0
4.990,57.065,-84.099,72.000,58.288,-84.498,70.324,77.345,-4.936,1.493,-0.007,-0.006,549.9,300.1,35.0,542.5,309.9,-14.3,7.336,-0.798,-2.515,7.327,-0.781,-2.515,33.7,14.6,0.1,-139.7,-107.2,-10.2,0.509,-0.628,-0.271,14.78,-4.77,-7.40,7.52,2.99,2.00,34.99,12.04,3.20,1.02,0.08,0.03,1514.151,657.350,2.306,329.642,-35.127,-113.146,0,0,0,0
4.996,56.966,-84.066,72.000,58.188,-84.468,70.321,77.345,-4.940,1.490,-0.007,-0.006,550.5,299.3,35.0,543.1,309.1,-14.3,7.336,-0.805,-2.518,7.328,-0.779,-2.515,33.8,14.6,0.1,-140.1,-107.2,-10.2,0.509,-0.628,-0.271,14.78,-4.77,-7.38,7.52,2.99,2.01,35.14,12.10,3.24,1.02,0.08,0.03,1520.842,656.534,2.356,329.685,-35.039,-113.142,0,0,0,0
5.022,56.866,-84.032,72.000,58.089,-84.438,70.324,77.345,-4.943,1.489,-0.007,-0.006,551.1,298.5,35.0,543.7,308.3,-14.4,7.336,-0.812,-2.514,7.329,-0.778,-2.530,34.0,14.6,0.1,-140.5,-107.1,-10.2,0.508,-0.628,-0.271,14.78,-4.78,-7.41,7.52,3.00,2.00,35.29,12.16,3.28,1.03,0.08,0.03,1527.534,655.714,2.296,329.727,-35.000,-113.834,0,0,0,0
5.037,56.767,-83.998,72.000,57.989,-84.407,70.322,77.345,-4.947,1.489,-0.007,-0.006,551.7,297.7,35.0,544.3,307.5,-14.5,7.337,-0.819,-2.517,7.330,-0.778,-2.530,34.1,14.6,0.1,-140.9,-107.1,-10.2,0.508,-0.629,-0.271,14.78,-4.79,-7.39,7.51,3.00,2.01,35.44,12.22,3.32,1.03,0.08,0.03,1534.226,654.889,2.346,329.766,-35.002,-113.831,0,0,0,0
5.067,56.667,-83.963,72.000,57.890,-84.377,70.324,77.345,-4.950,1.491,-0.043,-0.033,552.3,296.9,35.0,544.9,306.7,-14.6,7.337,-0.827,-2.513,7.331,-0.779,-2.539,34.3,14.5,0.1,-141.3,-107.1,-10.2,0.508,-0.629,-0.284,14.78,-4.80,-7.40,7.51,3.01,2.00,35.59,12.28,3.36,1.03,0.08,0.03,1540.918,654.059,2.287,329.802,-35.042,-114.208,0,0,0,0
5.076,56.567,-83.928,72.000,57.790,-84.346,70.322,77.345,-4.954,1.493,-0.043,-0.033,552.9,296.1,35.0,545.5,305.9,-14.6,7.337,-0.835,-2.516,7.332,-0.781,-2.539,34.4,14.5,0.1,-141.8,-107.1,-10.2,0.508,-0.629,-0.284,14.78,-4.81,-7.39,7.51,3.02,2.10,35.74,12.34,3.40,1.04,0.08,0.03,1547.611,653.224,2.336,329.837,-35.116,-114.207,0,0,0,0
5.099,56.467,-83.893,72.000,57.690,-84.315,70.324,77.345,-4.958,1.496,-0.021,-0.016,553.5,295.3,35.0,546.1,305.0,-14.7,7.337,-0.843,-2.514,7.332,-0.783,-2.517,34.5,14.5,0.1,-141.0,-105.6,-9.7,0.507,-0.629,-0.142,14.78,-4.82,-7.38,7.50,3.02,2.10,35.89,12.40,3.45,1.04,0.08,0.03,1554.304,652.384,2.292,329.870,-35.222,-113.234,0,0,0,0
5.115,56.367,-83.857,72.000,57.590,-84.283,70.323,77.345,-4.961,1.501,-0.021,-0.016,554.1,294.5,35.0,546.7,304.2,-14.8,7.338,-0.852,-2.516,7.333,-0.786,-2.517,34.7,14.5,0.1,-142.6,-107.0,-10.2,0.507,-0.629,-0.142,14.78,-4.83,-7.40,7.50,3.03,1.05,36.04,12.46,3.47,1.03,0.08,0.02,1560.998,651.537,2.327,329.901,-35.358,-113.241,0,0,0,0
5.146,56.268,-83.821,72.000,57.490,-84.252,70.321,77.345,-4.965,1.506,0.016,0.012,554.7,293.7,35.0,547.3,303.4,-14.8,7.338,-0.861,-2.519,7.334,-0.790,-2.506,34.8,14.5,0.1,-146.4,-110.8,-11.6,0.507,-0.629,-0.263,14.78,-4.84,-7.37,7.49,3.04,1.05,36.19,12.52,3.49,1.05,0.08,0.03,1567.692,650.685,2.376,329.929,-35.522,-112.752,0,0,0,0
5.161,56.168,-83.785,72.000,57.390,-84.220,70.323,77.345,-4.968,1.512,0.016,0.012,555.3,292.9,35.0,547.9,302.6,-14.9,7.338,-0.870,-2.515,7.334,-0.794,-2.507,35.0,14.4,0.1,-143.5,-106.9,-10.2,0.506,-0.629,-0.263,14.78,-4.85,-7.40,7.49,3.04,1.94,36.34,12.58,3.53,1.07,0.09,0.03,1574.386,649.826,2.317,329.955,-35.712,-112.792,0,0,0,0
5.176,56.067,-83.748,72.000,57.290,-84.188,70.321,77.345,-4.972,1.518,0.016,0.012,555.9,292.1,35.0,548.5,301.8,-15.0,7.338,-0.880,-2.518,7.335,-0.799,-2.507,35.1,14.4,0.1,-143.9,-106.9,-10.2,0.506,-0.630,-0.263,14.78,-4.86,-7.38,7.49,3.05,1.94,36.49,12.64,3.57,1.05,0.08,0.03,1581.081,648.961,2.367,329.979,-35.926,-112.788,0,0,0,0
5.207,55.967,-83.711,72.000,57.190,-84.156,70.324,77.345,-4.975,1.526,0.016,0.012,556.5,291.3,35.0,549.1,301.0,-15.0,7.338,-0.889,-2.515,7.335,-0.804,-2.511,35.3,14.4,0.1,-144.4,-106.9,-10.2,0.506,-0.630,-0.263,14.78,-4.87,-7.40,7.48,3.06,1.94,36.64,12.70,3.60,1.06,0.09,0.03,1587.776,648.089,2.308,330.002,-36.164,-112.958,0,0,0,0
5.215,55.867,-83.674,72.000,57.090,-84.123,70.322,77.345,-4.979,1.534,0.016,0.012,557.1,290.5,35.0,549.7,300.2,-15.1,7.338,-0.899,-2.518,7.336,-0.810,-2.511,35.4,14.4,0.1,-144.8,-106.9,-10.2,0.506,-0.630,-0.263,14.78,-4.88,-7.38,7.48,3.06,1.95,36.79,12.76,3.64,1.06,0.09,0.03,1594.471,647.210,2.357,330.022,-36.424,-112.953,0,0,0,0
5.239,55.767,-83.636,72.000,56.990,-84.091,70.324,77.345,-4.982,1.543,0.016,0.013,557.7,289.7,35.0,550.3,299.4,-15.2,7.338,-0.909,-2.514,7.336,-0.816,-2.526,35.6,14.4,0.1,-145.2,-106.8,-10.2,0.505,-0.630,-0.263,14.78,-4.89,-7.41,7.47,3.07,1.94,36.94,12.82,3.68,1.06,0.09,0.03,1601.166,646.324,2.298,330.039,-36.704,-113.645,0,0,0,0
5.255,55.667,-83.598,72.000,56.890,-84.058,70.322,77.345,-4.986,1.552,0.016,0.013,558.3,288.9,35.0,550.9,298.6,-15.2,7.337,-0.920,-2.517,7.337,-0.823,-2.526,35.7,14.3,0.1,-145.7,-106.8,-10.2,0.505,-0.630,-0.263,14.78,-4.90,-7.39,7.47,3.08,1.95,37.09,12.89,3.72,1.07,0.09,0.03,1607.861,645.431,2.348,330.055,-37.004,-113.640,0,0,0,0
5.285,55.566,-83.559,72.000,56.789,-84.024,70.324,77.345,-4.989,1.562,-0.006,-0.005,558.9,288.1,35.0,551.5,297.8,-15.3,7.337,-0.930,-2.513,7.337,-0.830,-2.535,35.9,14.3,0.1,-146.1,-106.8,-10.2,0.505,-0.630,-0.271,14.78,-4.91,-7.40,7.47,3.09,1.94,37.24,12.95,3.76,1.07,0.09,0.03,1614.556,644.530,2.288,330.068,-37.323,-114.050,0,0,0,0
5.301,55.466,-83.520,72.000,56.689,-83.991,70.322,77.345,-4.992,1.572,-0.006,-0.005,559.5,287.3,35.0,552.1,297.0,-15.4,7.337,-0.941,-2.516,7.337,-0.837,-2.535,36.0,14.3,0.1,-146.5,-106.7,-10.2,0.505,-0.630,-0.271,14.78,-4.93,-7.39,7.46,3.10,2.00,37.39,13.01,3.80,1.07,0.09,0.03,1621.251,643.622,2.338,330.080,-37.659,-114.046,0,0,0,0
5.317,55.365,-83.481,72.000,56.588,-83.957,70.325,77.345,-4.996,1.583,-0.033,-0.025,560.1,286.5,35.0,552.7,296.1,-15.4,7.337,-0.952,-2.513,7.337,-0.845,-2.522,36.2,14.3,0.1,-145.9,-105.5,-9.8,0.504,-0.630,-0.146,14.78,-4.94,-7.39,7.46,3.10,2.00,37.53,13.07,3.84,1.08,0.09,0.03,1627.947,642.706,2.284,330.090,-38.010,-113.477,0,0,0,0
5.349,55.265,-83.441,72.000,56.488,-83.923,70.323,77.345,-4.999,1.595,-0.033,-0.025,560.7,285.7,35.0,553.3,295.3,-15.5,7.336,-0.963,-2.516,7.338,-0.853,-2.522,36.3,14.3,0.1,-147.4,-106.7,-10.2,0.504,-0.630,-0.146,14.78,-4.95,-7.40,7.45,3.11,1.08,37.68,13.13,3.86,1.07,0.09,0.02,1634.642,641.781,2.329,330.097,-38.377,-113.480,0,0,0,0
